Name, EA,formula,nAT,nSK,nH,nC,nN,nO,nP,nS,nF,nCl,nBr,nB,nHet,nX,H%,C%,N%,O%,X%,MW,AMW,Mp,Mi,Si,Se,Sr,H/C,Sp,Mv,Me,IDK,HDI
Pb5F anion,1.86,FPb5-,6,6,0,0,0,0,0,0,1,0,0,0,6,1,0.0,0.0,0.0,0.0,0.16666666666666666,1054.998403162,175.83306719366666,39.79,9.084369916666667,54.5062195,12.98,618.5,0.0,238.74,103.08333333333333,2.1633333333333336,0.5,-0.5
Ga2P2 radical anion,1.86,Ga2P2-,4,4,0,0,0,0,2,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,201.393523996,50.348380999,37.5,8.242994,32.971976,8.0,182.0,0.0,150.0,45.5,2.0,0.5,0.0
Co7O2 radical anion,1.86,Co7O2-,9,9,0,0,0,2,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.2222222222222222,0.0,444.530358,49.392261999999995,43.955555555555556,9.155908888888888,82.40317999999999,20.04,676.0,0.0,395.6,75.11111111111111,2.2266666666666666,0.5,0.0
p-Benzoquinone,1.86,C6H4O2,12,8,4,6,0,2,0,0,0,0,0,0,2,0,0.3333333333333333,0.5,0.0,0.16666666666666666,0.0,108.096,9.008000000000001,8.035703333333334,12.432631366567334,149.191576398808,30.98,70.0,0.6666666666666666,96.42844000000001,5.833333333333333,2.5816666666666666,0.3333333333333333,4.0
"Fe-tetra-(2,6-Cl2-phenyl)porphyrin radical",1.86,C44H20Cl8FeN4,77,57,20,44,4,0,0,0,0,8,0,0,13,8,0.2597402597402597,0.5714285714285714,0.05194805194805195,0.0,0.1038961038961039,944.117,12.26125974025974,10.334314285714287,12.171446962260259,937.2014160940399,195.47,983.0,0.45454545454545453,795.7422,12.766233766233766,2.5385714285714287,0.2,34.0
Ni7 radical,1.86,Ni7,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,410.8538,58.6934,49.0,7.639878,53.479146,13.37,385.00000000000006,0.0,343.0,55.00000000000001,1.91,1.0,0.0
CH2=CHCNN anion,1.864,C3H3N2-,8,5,3,3,2,0,0,0,0,0,0,0,2,0,0.375,0.375,0.25,0.0,0.0,67.071,8.383875,7.777666250000001,12.955553474888248,103.64442779910598,20.33,154.0,1.0,62.22133000000001,19.25,2.54125,0.3333333333333333,3.5
Ferric tris(acetylacetonate),1.865,C15H21FeO6,43,22,21,15,0,6,0,0,0,0,0,0,7,0,0.4883720930232558,0.3488372093023256,0.0,0.13953488372093023,0.0,353.17199999999997,8.213302325581395,8.324402558139534,12.653075457993998,544.0822446937419,106.92,-45.0,1.4,357.94930999999997,-1.0465116279069768,2.4865116279069768,0.25,4.5
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",1.865,C14H20O2,36,16,20,14,0,2,0,0,0,0,0,0,2,0,0.5555555555555556,0.3888888888888889,0.0,0.05555555555555555,0.0,220.312,6.119777777777778,7.19283888888889,12.690245388723334,456.84883399404,86.58,-602.0,1.4285714285714286,258.9422,-16.72222222222222,2.405,0.3333333333333333,4.0
nC7H15O anion,1.866,C7H15O-,23,8,15,7,0,1,0,0,0,0,0,0,1,0,0.6521739130434783,0.30434782608695654,0.0,0.043478260869565216,0.0,115.196,5.008521739130435,6.608984782608696,12.887677825892608,296.41658999553,54.29,-491.0,2.142857142857143,152.00665,-21.347826086956523,2.3604347826086958,0.3333333333333333,-0.5
nC9H19O anion,1.866,C9H19O-,29,10,19,9,0,1,0,0,0,0,0,0,1,0,0.6551724137931034,0.3103448275862069,0.0,0.034482758620689655,0.0,143.25,4.939655172413793,6.642589310344828,12.873479461873725,373.330904394338,68.19,-659.0,2.111111111111111,192.63509000000002,-22.724137931034484,2.3513793103448277,0.3333333333333333,-0.5
CH3S,1.867,CH3S,5,2,3,1,0,0,0,1,0,0,0,0,1,0,0.6,0.2,0.0,0.0,0.0,47.095,9.419,8.844266,12.483120359821198,62.41560179910599,11.73,62.0,3.0,44.221329999999995,12.4,2.346,0.3333333333333333,-0.5
Fluorenyl radical,1.869,C13H9,22,13,9,13,0,0,0,0,0,0,0,0,0,0,0.4090909090909091,0.5909090909090909,0.0,0.0,0.0,165.215,7.509772727272727,8.521090454545455,12.21680251805991,268.769655397318,52.95,-446.0,0.6923076923076923,187.46399,-20.272727272727273,2.4068181818181817,0.5,8.5
EtN radical,1.869,C2H5N,8,3,5,2,1,0,0,0,0,0,0,0,1,0,0.625,0.25,0.125,0.0,0.0,43.068999999999996,5.383624999999999,6.56694375,13.13085987481375,105.04687899851,19.14,-60.0,2.5,52.53555,-7.5,2.3925,0.3333333333333333,0.5
Fe6S2 radical anion,1.87,Fe6S2-,8,8,0,0,0,0,0,2,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,399.19,49.89875,51.35,8.516853575,68.1348286,16.14,746.0,0.0,410.8,93.25,2.0175,0.5,0.0
MnC3 radical anion,1.87,C3Mn-,4,4,0,3,0,0,0,0,0,0,0,0,1,0,0.0,0.75,0.0,0.0,0.0,90.97104300000001,22.742760750000002,25.475,10.303725499999999,41.214901999999995,9.2,42.0,0.0,101.9,10.5,2.3,0.5,3.0
pyridine..{H2O}..O2 radical anion,1.87,C5H7NO3-,16,9,7,5,1,3,0,0,0,0,0,0,4,0,0.4375,0.3125,0.0625,0.1875,0.0,129.11499999999998,8.069687499999999,6.9593606249999995,12.929923574869624,206.878777197914,41.510000000000005,245.0,1.4,111.34976999999999,15.3125,2.5943750000000003,0.25,2.5
(COS)2 radical anion,1.87,C2O2S2-,6,6,0,2,0,2,0,2,0,0,0,0,4,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,120.14,20.023333333333333,12.0,11.746117666666668,70.47670600000001,17.14,622.0,0.0,72.0,103.66666666666667,2.856666666666667,0.3333333333333333,2.0
Pt3,1.87,Pt3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,585.252,195.08399999999997,48.0,8.95883,26.876490000000004,6.6000000000000005,180.0,0.0,144.0,60.0,2.2,1.0,0.0
Iron tetraphenylporphyrin,1.87,C44H28FeN4,77,49,28,44,4,0,0,0,0,0,0,0,5,0,0.36363636363636365,0.5714285714285714,0.05194805194805195,0.0,0.0,668.5809999999999,8.682870129870128,9.285702337662338,12.236984790800726,942.2478288916559,187.79,-769.0,0.6363636363636364,714.99908,-9.987012987012987,2.4388311688311686,0.25,34.0
Chlorodifluoromethyl radical,1.87,CClF2,4,4,0,1,0,0,0,0,2,1,0,0,3,3,0.0,0.25,0.0,0.0,0.75,85.457806324,21.364451581,8.345,14.76839025,59.073561,13.67,430.0,0.0,33.38,107.5,3.4175,0.3333333333333333,-0.5
Ni6 radical,1.87,Ni6,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,352.1604,58.6934,49.0,7.639878,45.839268000000004,11.459999999999999,330.00000000000006,0.0,294.0,55.00000000000001,1.91,1.0,0.0
Mn6S6 radical anion,1.87,Mn6S6-,12,12,0,0,0,0,0,6,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,521.9882580000001,43.499021500000005,43.699999999999996,8.897024,106.764288,24.78,1500.0,0.0,524.4,125.0,2.065,0.5,0.0
Si2F4 radical anion,1.87,F4Si2-,6,6,0,0,0,0,0,0,4,0,0,0,6,4,0.0,0.0,0.0,0.0,0.6666666666666666,132.163612648,22.027268774666666,14.926666666666668,14.33244,85.99464,19.72,566.0,0.0,89.56,94.33333333333333,3.2866666666666666,0.5,-2.0
(azulene)9 radical anion,1.87,C90H72-,162,90,72,90,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,1153.566,7.120777777777778,8.280937777777778,12.29946426653422,1992.5132111785438,387.9,-3456.0,0.8,1341.5119200000001,-21.333333333333332,2.3944444444444444,0.5,54.0
HCCHO radical,1.87,C2H2O,5,3,2,2,0,1,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.2,0.0,42.037,8.407399999999999,7.382844,12.667100039880799,63.335500199403995,12.94,43.0,1.0,36.91422,8.6,2.588,0.3333333333333333,1.0
Zr2O4 radical anion,1.873,O4Zr2-,6,6,0,0,0,4,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.6666666666666666,0.0,246.44400000000002,41.074000000000005,40.86666666666667,11.290078666666666,67.740472,16.42,658.0,0.0,245.2,109.66666666666667,2.736666666666667,0.5,0.0
1-Methyl ethoxy radical,1.874,C3H7O,11,4,7,3,0,1,0,0,0,0,0,0,1,0,0.6363636363636364,0.2727272727272727,0.0,0.09090909090909091,0.0,59.088,5.371636363636363,6.431797272727272,12.96254192708309,142.58796119791398,26.490000000000002,-155.0,2.3333333333333335,70.74977,-14.090909090909092,2.408181818181818,0.3333333333333333,-0.5
Cu20,1.875,Cu20,20,20,0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,0.0,1270.92,63.54600000000001,46.5,7.726380000000001,154.5276,38.0,920.0,0.0,930.0,46.0,1.9,1.0,0.0
iBuO anion,1.875,C4H9O-,14,5,9,4,0,1,0,0,0,0,0,0,1,0,0.6428571428571429,0.2857142857142857,0.0,0.07142857142857142,0.0,73.115,5.222499999999999,6.504570714285714,12.931794171237,181.045118397318,33.44,-239.0,2.25,91.06399,-17.071428571428573,2.3885714285714283,0.3333333333333333,-0.5
Nb19 radical anion,1.875,Nb19-,19,19,0,0,0,0,0,0,0,0,0,0,19,0,0.0,0.0,0.0,0.0,0.0,1765.22103,92.90637,98.0,6.75885,128.41815,30.400000000000002,1368.0,0.0,1862.0,72.0,1.6,1.0,0.0
Disulfur monoxide,1.877,OS2,3,3,0,0,0,1,0,2,0,0,0,0,3,0,0.0,0.0,0.0,0.3333333333333333,0.0,80.119,26.706333333333333,14.699999999999998,11.446025,34.338075,8.6,503.0,0.0,44.099999999999994,167.66666666666666,2.8666666666666667,0.5,0.0
nC8H17O anion,1.879,C8H17O-,26,9,17,8,0,1,0,0,0,0,0,0,1,0,0.6538461538461539,0.3076923076923077,0.0,0.038461538461538464,0.0,129.22299999999998,4.970115384615384,6.62772576923077,12.879759507497461,334.87374719493397,61.24,-575.0,2.125,172.32087,-22.115384615384617,2.3553846153846156,0.3333333333333333,-0.5
In4P radical anion,1.88,In4P-,5,5,0,0,0,0,1,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,490.245761998,98.04915239959999,57.0,6.72642184,33.6321092,9.31,292.0,0.0,285.0,58.4,1.862,0.5,0.0
Nb3C5 radical anion,1.88,C5Nb3-,8,8,0,5,0,0,0,0,0,0,0,0,3,0,0.0,0.625,0.0,0.0,0.0,338.77411,42.34676375,43.8125,9.57224875,76.57799,17.55,176.0,0.0,350.5,22.0,2.19375,0.5,5.0
Al2O2 anion,1.88,Al2O2-,4,4,0,0,0,2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.5,0.0,85.9610768,21.4902692,31.549999999999997,9.801912,39.207648,10.1,348.0,0.0,126.19999999999999,87.0,2.525,0.5,0.0
Tl10 anion,1.88,Tl10-,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,2043.8,204.38,50.0,6.1082873,61.082873,18.0,1500.0,0.0,500.0,150.0,1.8,1.0,0.0
V17 anion,1.88,V17-,17,17,0,0,0,0,0,0,0,0,0,0,17,0,0.0,0.0,0.0,0.0,0.0,866.0055,50.9415,87.0,6.746187,114.685179,27.709999999999997,1343.0,0.0,1479.0,79.0,1.63,1.0,0.0
AuPd radical anion,1.88,AuPd-,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,303.38657,151.693285,31.07,8.7811965,17.562393,4.6,196.0,0.0,62.14,98.0,2.3,0.5,0.0
Mo2O7 dianion,1.88,Mo2O7-2,9,9,0,0,0,7,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.7777777777777778,0.0,303.89300000000003,33.765888888888895,23.455555555555556,12.167916111111111,109.511245,28.4,1083.0,0.0,211.1,120.33333333333333,3.1555555555555554,0.5,0.0
C6H5Ag3 anion,1.88,C6H5Ag3-,14,9,5,6,0,0,0,0,0,0,0,0,3,0,0.35714285714285715,0.42857142857142855,0.0,0.0,0.0,400.7106,28.622185714285713,18.238253571428572,11.305900214179285,158.28260299851,32.089999999999996,-37.0,0.8333333333333334,255.33555,-2.642857142857143,2.292142857142857,0.3333333333333333,3.5
Ga3P radical,1.88,Ga3P,4,4,0,0,0,0,1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,240.14276199799997,60.03569049949999,43.75,7.121148,28.484592,7.619999999999999,185.0,0.0,175.0,46.25,1.9049999999999998,0.5,0.0
(Ar)6..O radical anion,1.881,Ar6O-,7,7,0,0,0,1,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.14285714285714285,0.0,255.699,36.52842857142857,10.256857142857143,15.453675200000001,108.1757264,3.44,135.0,0.0,71.798,19.285714285714285,0.49142857142857144,0.5,0.0
H2O..CO3 radical anion,1.882,CH2O4-,7,5,2,1,0,4,0,0,0,0,0,0,4,0,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,0.0,78.023,11.146142857142857,5.9306028571428575,13.275625314200571,92.929377199404,20.71,456.0,2.0,41.51422,65.14285714285714,2.9585714285714286,0.3333333333333333,0.0
CH2=C(CH2F)O anion,1.887,C3H4FO-,9,5,4,3,0,1,0,0,1,0,0,0,2,1,0.4444444444444444,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,75.062403162,8.340267017999999,6.774271111111112,13.24616415542311,119.21547739880799,23.87,87.5,1.3333333333333333,60.96844000000001,9.722222222222221,2.6522222222222225,0.25,0.5
m-aza-anilide anion,1.888,C5H5N2-,12,7,5,5,2,0,0,0,0,0,0,0,2,0,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.0,0.0,93.109,7.759083333333333,7.819629166666666,12.780156083209166,153.36187299851,29.83,62.0,1.0,93.83555,5.166666666666667,2.4858333333333333,0.3333333333333333,4.5
cPrCH2O anion,1.888,C4H7O-,12,5,7,4,0,1,0,0,0,0,0,0,1,0,0.5833333333333334,0.3333333333333333,0.0,0.08333333333333333,0.0,71.099,5.924916666666667,6.837480833333333,12.820687433159499,153.848249197914,29.040000000000003,-163.0,1.75,82.04977,-13.583333333333334,2.4200000000000004,0.3333333333333333,0.5
nC5H11O anion,1.888,C5H11O-,17,6,11,5,0,1,0,0,0,0,0,0,1,0,0.6470588235294118,0.29411764705882354,0.0,0.058823529411764705,0.0,87.142,5.1259999999999994,6.551659411764706,12.91189856451306,219.502275596722,40.39,-323.0,2.2,111.37821,-19.0,2.3758823529411766,0.3333333333333333,-0.5
Al5O5 anion,1.89,Al5O5-,10,10,0,0,0,5,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.5,0.0,214.902692,21.4902692,31.55,9.801912000000002,98.01912000000002,25.25,870.0,0.0,315.5,87.0,2.525,0.5,0.0
W13 radical,1.89,W13,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0.0,0.0,0.0,0.0,0.0,2389.92,183.84,68.0,7.86403,102.23239,22.099999999999998,858.0,0.0,884.0,66.0,1.6999999999999997,1.0,0.0
Pb3S3 anion,1.89,Pb3S3-,6,6,0,0,0,0,0,3,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,717.78,119.63,33.199999999999996,8.88834495,53.3300697,13.14,846.0,0.0,199.2,141.0,2.19,0.5,0.0
"1,4-Benzenedicarbonitrile, 2,3,5,6-tetrafluoro-",1.891,C8F4N2,14,14,0,8,2,0,0,0,4,0,0,0,6,4,0.0,0.5714285714285714,0.14285714285714285,0.0,0.2857142857142857,200.09561264799999,14.292543760571428,8.582857142857144,13.488703142857144,188.841844,42.4,742.0,0.0,120.16000000000001,53.0,3.0285714285714285,0.3333333333333333,8.0
nC6H13O anion,1.892,C6H13O-,20,7,13,6,0,1,0,0,0,0,0,0,1,0,0.65,0.3,0.0,0.05,0.0,101.169,5.05845,6.5846215,12.8979716398063,257.959432796126,47.34,-407.0,2.1666666666666665,131.69243,-20.35,2.367,0.3333333333333333,-0.5
GaAs2 radical anion,1.894,As2Ga-,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,219.56619,73.18873,36.666666666666664,8.525467333333333,25.576402,6.17,163.0,0.0,110.0,54.333333333333336,2.0566666666666666,0.5,0.0
sBuCH2O anion,1.895,C5H11O-,17,6,11,5,0,1,0,0,0,0,0,0,1,0,0.6470588235294118,0.29411764705882354,0.0,0.058823529411764705,0.0,87.142,5.1259999999999994,6.551659411764706,12.91189856451306,219.502275596722,40.39,-323.0,2.2,111.37821,-19.0,2.3758823529411766,0.3333333333333333,-0.5
Platinum dimer,1.898,Pt2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,390.168,195.084,48.0,8.95883,17.91766,4.4,120.0,0.0,96.0,60.0,2.2,1.0,0.0
O2..O2 radical anion,1.899,O4-,4,4,0,0,0,4,0,0,0,0,0,0,4,0,0.0,0.0,0.0,1.0,0.0,63.996,15.999,5.3,13.618055,54.47222,13.76,540.0,0.0,21.2,135.0,3.44,1.0,0.0
Al2S2 anion,1.9,Al2S2-,4,4,0,0,0,0,0,2,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,118.08307680000001,29.520769200000004,38.599999999999994,8.1728895,32.691558,8.38,446.0,0.0,154.39999999999998,111.5,2.095,0.5,0.0
Si6Na radical anion,1.9,NaSi6-,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,191.49976927999998,27.357109897142855,55.214285714285715,7.721308137142858,54.049156960000005,12.329999999999998,255.0,0.0,386.5,36.42857142857143,1.7614285714285711,0.5,0.0
(H2O)2..O2C(CH2)4CO2 dianion,1.9,C6H12O6-2,24,12,12,6,0,6,0,0,0,0,0,0,6,0,0.5,0.25,0.0,0.25,0.0,180.156,7.5065,6.403555,13.018803049851,312.451273196424,62.34,306.0,2.0,153.68532,12.75,2.5975,0.3333333333333333,0.0
In5 anion,1.9,In5-,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,574.09,114.81800000000001,65.0,5.7863558,28.931779,8.9,310.0,0.0,325.0,62.0,1.78,1.0,0.0
benzocyclobutenone enolate anion,1.9,C8H5O-,14,9,5,8,0,1,0,0,0,0,0,0,1,0,0.35714285714285715,0.5714285714285714,0.0,0.07142857142857142,0.0,117.127,8.366214285714285,8.44539642857143,12.263752285607856,171.69253199851,34.839999999999996,-119.0,0.625,118.23555,-8.5,2.4885714285714284,0.3333333333333333,5.5
Cu5(CN)5 radical anion,1.9,C5Cu5N5-,15,15,0,5,5,0,0,0,0,0,0,0,10,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,447.82,29.854666666666667,21.733333333333334,11.173599333333334,167.60399,37.45,920.0,0.0,326.0,61.333333333333336,2.496666666666667,0.3333333333333333,10.0
Co10O radical anion,1.9,Co10O-,11,11,0,0,0,1,0,0,0,0,0,0,11,0,0.0,0.0,0.0,0.09090909090909091,0.0,605.33094,55.03008545454546,50.48181818181818,8.402559545454546,92.428155,22.24,714.9999999999999,0.0,555.3,64.99999999999999,2.0218181818181815,0.5,0.0
Co13O radical anion,1.9,Co13O-,14,14,0,0,0,1,0,0,0,0,0,0,14,0,0.0,0.0,0.0,0.07142857142857142,0.0,782.130522,55.86646585714286,51.449999999999996,8.290798928571428,116.071185,27.88,888.9999999999999,0.0,720.3,63.49999999999999,1.9914285714285713,0.5,0.0
(EtNO2)3..EtNO2 anion,1.9,C8H20N4O8-,40,20,20,8,4,8,0,0,0,0,0,0,12,0,0.5,0.2,0.1,0.2,0.0,300.268,7.5066999999999995,6.313555,13.228298899851001,529.13195599404,104.08,840.0,2.5,252.5422,21.0,2.602,0.25,2.0
Al7N radical anion,1.9,Al7N-,8,8,0,0,1,0,0,0,0,0,0,0,8,0,0.0,0.0,0.125,0.0,0.0,202.8777688,25.3597211,51.49999999999999,7.054314125,56.434513,14.310000000000002,419.0,0.0,411.99999999999994,52.375,1.7887500000000003,0.5,1.0
V2C4 radical anion,1.9,C4V2-,6,6,0,4,0,0,0,0,0,0,0,0,2,0,0.0,0.6666666666666666,0.0,0.0,0.0,149.927,24.98783333333333,36.53333333333333,9.755587666666665,58.533525999999995,13.459999999999999,126.0,0.0,219.2,21.0,2.243333333333333,0.5,4.0
EuSi11 anion,1.9,EuSi11-,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,460.899,38.40825,49.525,7.944905416666667,95.338865,20.9,403.0,0.0,594.3,33.583333333333336,1.7416666666666665,0.5,0.0
Mn4S2 radical anion,1.9,Mn4S2-,6,6,0,0,0,0,0,2,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,283.872172,47.31202866666666,51.800000000000004,8.409362,50.456172,11.36,632.0,0.0,310.8,105.33333333333333,1.8933333333333333,0.5,0.0
PrSi5 anion,1.9,PrSi5-,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,281.33266000000003,46.88877666666667,67.08333333333333,7.704766666666667,46.2286,10.629999999999999,229.0,0.0,402.5,38.166666666666664,1.7716666666666665,0.5,0.0
Ga7N radical anion,1.9,Ga7N-,8,8,0,0,1,0,0,0,0,0,0,0,8,0,0.0,0.0,0.125,0.0,0.0,502.068,62.7585,44.675,7.0661555,56.529244,15.71,475.0,0.0,357.4,59.375,1.96375,0.5,1.0
(azulene)10 radical anion,1.9,C100H80-,180,100,80,100,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,1281.74,7.120777777777778,8.280937777777778,12.299464266534223,2213.90356797616,431.0,-3840.0,0.8,1490.5688,-21.333333333333332,2.3944444444444444,0.5,60.0
CuBO2 anion,1.9,BCuO2-,4,4,0,0,0,2,0,0,0,0,0,1,4,0,0.0,0.0,0.0,0.5,0.0,106.354,26.5885,19.4,10.81512725,43.260509,10.82,317.0,0.0,77.6,79.25,2.705,0.3333333333333333,0.0
Fe8BO2 anion,1.9,BFe8O2-,11,11,0,0,0,2,0,0,0,0,0,1,11,0,0.0,0.0,0.0,0.18181818181818182,0.0,489.568,44.506181818181815,47.91818181818182,8.977624890909091,98.75387380000001,23.560000000000002,775.0,0.0,527.1,70.45454545454545,2.141818181818182,0.3333333333333333,0.0
I2CH anion,1.9,CHI2-,4,3,1,1,0,0,0,0,0,0,0,0,2,2,0.25,0.25,0.0,0.0,0.5,266.82794,66.706985,20.401777499999998,11.440298649925499,45.761194599701994,10.07,394.00000000000006,1.0,81.60710999999999,98.50000000000001,2.5175,0.3333333333333333,-0.5
Ta2B4 anion,1.9,B4Ta2-,6,6,0,0,0,0,0,0,0,0,0,4,6,0,0.0,0.0,0.0,0.0,0.0,405.13576,67.52262666666667,38.333333333333336,8.048536333333333,48.291218,11.16,148.0,0.0,230.0,24.666666666666668,1.86,0.5,0.0
Bi3C4H4N anion,1.9,C4H4Bi3N-,12,8,4,4,1,0,0,0,0,0,0,0,4,0,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.0,0.0,693.0242,57.75201666666666,17.885703333333336,11.318797366567333,135.825568398808,27.74,250.0,1.0,214.62844,20.833333333333332,2.3116666666666665,0.25,3.0
Diethyl disulfide,1.9,C4H10S2,16,6,10,4,0,0,0,2,0,0,0,0,2,0,0.625,0.25,0.0,0.0,0.0,122.244,7.64025,8.06694375,12.60909487481375,201.74551799702,37.36,-44.0,2.5,129.0711,-2.75,2.335,0.3333333333333333,-1.0
NaGa4,1.9,Ga4Na,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,301.88176928,60.376353856,72.53999999999999,5.827256992000001,29.13628496,8.17,287.0,0.0,362.7,57.4,1.634,0.5,0.0
AlCo10,1.9,AlCo10,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0.0,0.0,0.0,0.0,0.0,616.3134784,56.02849803636364,55.25454545454545,7.708715363636364,84.79586900000001,20.409999999999997,618.9999999999999,0.0,607.8,56.27272727272726,1.8554545454545452,0.5,0.0
Magnesium iodide,1.9,IMg,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.5,151.20947,75.604735,52.05,9.048736,18.097472,3.97,277.0,0.0,104.1,138.5,1.985,0.5,-0.5
V3C4 radical,1.9,C4V3,7,7,0,4,0,0,0,0,0,0,0,0,3,0,0.0,0.5714285714285714,0.0,0.0,0.0,200.86849999999998,28.6955,43.74285714285714,9.325673285714286,65.279713,15.09,205.0,0.0,306.2,29.285714285714285,2.1557142857142857,0.5,4.0
Ti14,1.9,Ti14,14,14,0,0,0,0,0,0,0,0,0,0,14,0,0.0,0.0,0.0,0.0,0.0,670.1379999999999,47.867,100.0,6.82812,95.59368,21.560000000000002,1204.0,0.0,1400.0,86.0,1.5400000000000003,1.0,0.0
Ti15,1.9,Ti15,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0.0,0.0,0.0,0.0,0.0,718.005,47.867,100.0,6.82812,102.4218,23.1,1290.0,0.0,1500.0,86.0,1.54,1.0,0.0
Ti16,1.9,Ti16,16,16,0,0,0,0,0,0,0,0,0,0,16,0,0.0,0.0,0.0,0.0,0.0,765.872,47.867,100.0,6.82812,109.24992,24.64,1376.0,0.0,1600.0,86.0,1.54,1.0,0.0
Ti17,1.9,Ti17,17,17,0,0,0,0,0,0,0,0,0,0,17,0,0.0,0.0,0.0,0.0,0.0,813.7389999999999,47.867,100.0,6.82812,116.07804,26.18,1462.0,0.0,1700.0,86.0,1.54,1.0,0.0
o-Benzoquinone,1.9,C6H4O2,12,8,4,6,0,2,0,0,0,0,0,0,2,0,0.3333333333333333,0.5,0.0,0.16666666666666666,0.0,108.096,9.008000000000001,8.035703333333334,12.432631366567334,149.191576398808,30.98,70.0,0.6666666666666666,96.42844000000001,5.833333333333333,2.5816666666666666,0.3333333333333333,4.0
Ti18,1.9,Ti18,18,18,0,0,0,0,0,0,0,0,0,0,18,0,0.0,0.0,0.0,0.0,0.0,861.606,47.867,100.0,6.82812,122.90616,27.72,1548.0,0.0,1800.0,86.0,1.54,1.0,0.0
sulphur trioxide,1.9,O3S,4,4,0,0,0,3,0,1,0,0,0,0,4,0,0.0,0.0,0.0,0.75,0.0,80.057,20.01425,8.825,12.803543750000001,51.214175000000004,12.9,589.0,0.0,35.3,147.25,3.225,0.5,0.0
UO2.(CF3COCHCOCF3)2 radical,1.9,C10H2F12O6U,31,29,2,10,0,6,0,0,12,0,0,0,19,12,0.06451612903225806,0.3225806451612903,0.0,0.1935483870967742,0.3870967741935484,684.129747944,22.068701546580645,10.57078129032258,14.089547393529163,436.775969199404,100.0,2298.5,0.2,327.69422,74.14516129032258,3.225806451612903,0.2,3.0
MeCH=CHCH2O anion,1.901,C4H7O-,12,5,7,4,0,1,0,0,0,0,0,0,1,0,0.5833333333333334,0.3333333333333333,0.0,0.08333333333333333,0.0,71.099,5.924916666666667,6.837480833333333,12.820687433159499,153.848249197914,29.040000000000003,-163.0,1.75,82.04977,-13.583333333333334,2.4200000000000004,0.3333333333333333,0.5
CH2=C(cPr)O anion,1.902,C5H7O-,13,6,7,5,0,1,0,0,0,0,0,0,1,0,0.5384615384615384,0.38461538461538464,0.0,0.07692307692307693,0.0,83.11,6.393076923076923,7.1807515384615375,12.700656707531845,165.108537197914,31.590000000000003,-171.0,1.4,93.34976999999999,-13.153846153846153,2.43,0.3333333333333333,1.5
