Name, EA,formula,nAT,nSK,nH,nC,nN,nO,nP,nS,nF,nCl,nBr,nB,nHet,nX,H%,C%,N%,O%,X%,MW,AMW,Mp,Mi,Si,Se,Sr,H/C,Sp,Mv,Me,IDK,HDI
(THF)25..I anion,4.7,C100H200IO25-,326,126,200,100,0,25,0,0,0,0,0,0,26,1,0.6134969325153374,0.3067484662576687,0.0,0.07668711656441718,0.003067484662576687,1929.57947,5.918955429447853,6.738717791411044,12.87306236484785,4196.6183309404,783.6600000000001,-4805.0,2.0,2196.822,-14.739263803680982,2.403865030674847,0.25,-0.5
(H2O)6..N3 anion,4.7,H12N3O6-,21,9,12,0,3,6,0,0,0,0,0,0,9,0,0.5714285714285714,0.0,0.14285714285714285,0.2857142857142857,0.0,150.111,7.148142857142856,5.14692,13.737711199829713,288.491935196424,56.160000000000004,792.0,0.0,108.08532,37.714285714285715,2.6742857142857144,0.3333333333333333,-3.0
FSO3 anion,4.71,FO3S-,5,5,0,0,0,3,0,1,1,0,0,0,5,1,0.0,0.0,0.0,0.6,0.2,99.055403162,19.8110806324,7.808,13.727399,68.636995,16.88,717.5,0.0,39.04,143.5,3.376,0.3333333333333333,-0.5
(THF)26..I anion,4.72,C104H208IO26-,339,131,208,104,0,26,0,0,0,0,0,0,27,1,0.6135693215339233,0.30678466076696165,0.0,0.07669616519174041,0.0029498525073746312,2001.68647,5.904679852507375,6.735630914454278,12.873348126070843,4364.065014738016,814.9,-5006.0,2.0,2283.37888,-14.766961651917404,2.403834808259587,0.25,-0.5
(THF)27..I anion,4.724,C108H216IO27-,352,136,216,108,0,27,0,0,0,0,0,0,28,1,0.6136363636363636,0.3068181818181818,0.0,0.07670454545454546,0.002840909090909091,2073.79347,5.891458721590909,6.732772045454545,12.873612779930772,4531.511698535632,846.14,-5207.0,2.0,2369.93576,-14.792613636363637,2.403806818181818,0.24999999999999997,-0.5
(THF)28..I anion,4.73,C112H224IO28-,365,141,224,112,0,28,0,0,0,0,0,0,29,1,0.6136986301369863,0.30684931506849317,0.0,0.07671232876712329,0.0027397260273972603,2145.90047,5.879179369863014,6.730116821917808,12.873858581734925,4698.958382333248,877.38,-5408.0,2.0,2456.49264,-14.816438356164383,2.4037808219178083,0.25,-0.5
(THF)29..I anion,4.739,C116H232IO29-,378,146,232,116,0,29,0,0,0,0,0,0,30,1,0.6137566137566137,0.30687830687830686,0.0,0.07671957671957672,0.0026455026455026454,2218.00747,5.867744629629629,6.7276442328042325,12.874087476536676,4866.405066130864,908.62,-5609.0,2.0,2543.04952,-14.838624338624339,2.403756613756614,0.25,-0.5
Fe(SC(CN)=C(CN)S)2 anion,4.74,C8FeN4S4-,17,17,0,8,4,0,0,4,0,0,0,0,9,0,0.0,0.47058823529411764,0.23529411764705882,0.0,0.0,336.201,19.776529411764706,15.270588235294118,11.621254829411765,197.5613321,44.71,1319.0,0.0,259.6,77.58823529411765,2.63,0.25,12.0
RuF4 radical anion,4.75,F4Ru-,5,5,0,0,0,0,0,0,4,0,0,0,5,4,0.0,0.0,0.0,0.0,0.8,177.063612648,35.4127225296,17.392000000000003,15.410356000000002,77.05178000000001,18.12,582.0,0.0,86.96000000000001,116.4,3.624,0.5,-2.0
N-CH2CO2-pyridinium-2-CO2 anion,4.75,C8H6NO4-,19,13,6,8,1,4,0,0,0,0,0,0,5,0,0.3157894736842105,0.42105263157894735,0.05263157894736842,0.21052631578947367,0.0,180.139,9.481,7.686455789473685,12.667329557800631,240.67926159821198,50.4,394.0,0.75,146.04266,20.736842105263158,2.6526315789473682,0.25,6.0
(THF)30..I anion,4.75,C120H240IO30-,391,151,240,120,0,30,0,0,0,0,0,0,31,1,0.6138107416879796,0.3069053708439898,0.0,0.07672634271099744,0.0025575447570332483,2290.11447,5.857070255754476,6.725336061381075,12.874301150712224,5033.85174992848,939.86,-5810.0,2.0,2629.6064,-14.859335038363172,2.4037340153452686,0.25000000000000006,-0.5
HSO4 anion,4.75,HO4S-,6,5,1,0,0,4,0,1,0,0,0,0,5,0,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,97.06400000000001,16.177333333333333,7.517851666666666,13.071777433283666,78.430664599702,18.54,686.0,0.0,45.10711,114.33333333333333,3.09,0.3333333333333333,-0.5
(MeCN)4..I anion,4.759,C8H12IN4-,25,13,12,8,4,0,0,0,0,0,0,0,5,1,0.48,0.32,0.16,0.0,0.04,291.11647,11.6446588,8.2794128,12.874051007856957,321.85127519642396,61.620000000000005,284.0,1.5,206.98532,11.36,2.4648000000000003,0.25,5.5
(H2O)40..O2CCO2 dianion,4.76,C2H80O44-2,126,46,80,2,0,44,0,0,0,0,0,0,44,0,0.6349206349206349,0.015873015873015872,0.0,0.3492063492063492,0.0,808.618,6.417603174603175,4.891815873015873,13.568172729969524,1709.58976397616,332.46,2884.0,40.0,616.3688,22.88888888888889,2.6385714285714283,0.3333333333333333,-38.0
(CO2)7..Br anion,4.766,C7BrO14-,22,22,0,7,0,14,0,0,0,0,1,0,15,1,0.0,0.3181818181818182,0.0,0.6363636363636364,0.045454545454545456,387.967,17.634863636363637,7.922727272727273,12.785845272727272,281.288596,68.97,2030.0,0.0,174.3,92.27272727272727,3.135,0.3333333333333333,6.5
Ph2Ag anion,4.77,C12H10Ag-,23,13,10,12,0,0,0,0,0,0,0,0,1,0,0.43478260869565216,0.5217391304347826,0.0,0.0,0.0,262.0802,11.394791304347825,10.246569565217392,12.116697217261738,278.68403599702,54.53,-409.0,0.8333333333333334,235.67110000000002,-17.782608695652176,2.3708695652173915,0.3333333333333333,7.0
(H2O)5..I anion,4.77,H10IO5-,16,6,10,0,0,5,0,0,0,0,0,0,6,1,0.625,0.0,0.0,0.3125,0.0625,216.97947000000002,13.561216875000001,6.52944375,13.40786606231375,214.52585699702,41.86,515.0,0.0,104.4711,32.1875,2.61625,0.3333333333333333,-5.5
(CrO3)5 radical anion,4.8,Cr5O15-,20,20,0,0,0,15,0,0,0,0,0,0,20,0,0.0,0.0,0.0,0.75,0.0,499.9655,24.998275,24.725,11.90516875,238.103375,59.9,2390.0,0.0,494.5,119.5,2.995,0.5,0.0
(CrO3)5 radical anion,4.8,Cr5O15-,20,20,0,0,0,15,0,0,0,0,0,0,20,0,0.0,0.0,0.0,0.75,0.0,499.9655,24.998275,24.725,11.90516875,238.103375,59.9,2390.0,0.0,494.5,119.5,2.995,0.5,0.0
MnO4 anion,4.8,MnO4-,5,5,0,0,0,4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.8,0.0,118.934043,23.7868086,17.84,12.3812516,61.906258,15.31,606.0,0.0,89.2,121.2,3.0620000000000003,0.5,0.0
H2O..F anion,4.8,FH2O-,4,2,2,0,0,1,0,0,1,0,0,0,2,1,0.5,0.0,0.0,0.25,0.25,37.013403162,9.2533507905,4.513555,14.559436049851,58.237744199404,11.82,187.5,0.0,18.05422,46.875,2.955,0.3333333333333333,-1.5
"N-Me-pyridinium-2,4-diCO2 anion",4.83,C8H6NO4-,19,13,6,8,1,4,0,0,0,0,0,0,5,0,0.3157894736842105,0.42105263157894735,0.05263157894736842,0.21052631578947367,0.0,180.139,9.481,7.686455789473685,12.667329557800631,240.67926159821198,50.4,394.0,0.75,146.04266,20.736842105263158,2.6526315789473682,0.25,6.0
NaI2 anion,4.84,I2Na-,3,3,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.6666666666666666,276.79870928,92.26623642666668,76.16666666666667,8.68051632,26.04154896,6.25,539.0,0.0,228.5,179.66666666666666,2.0833333333333335,0.5,-1.0
(H2O)7..N3 anion,4.84,H14N3O7-,24,10,14,0,3,7,0,0,0,0,0,0,10,0,0.5833333333333334,0.0,0.125,0.2916666666666667,0.0,168.126,7.00525,5.099980833333333,13.721119141492833,329.306859395828,64.0,851.0,0.0,122.39954,35.458333333333336,2.6666666666666665,0.3333333333333333,-4.0
"N-Me-pyridinium-3,5-diCO2 anion",4.85,C8H6NO4-,19,13,6,8,1,4,0,0,0,0,0,0,5,0,0.3157894736842105,0.42105263157894735,0.05263157894736842,0.21052631578947367,0.0,180.139,9.481,7.686455789473685,12.667329557800631,240.67926159821198,50.4,394.0,0.75,146.04266,20.736842105263158,2.6526315789473682,0.25,6.0
(MeCN)3..Br anion,4.854,C6H9BrN3-,19,10,9,6,3,0,0,0,0,0,1,0,4,1,0.47368421052631576,0.3157894736842105,0.15789473684210525,0.0,0.05263157894736842,203.063,10.687526315789473,7.977052105263159,12.913886284069367,245.36383939731797,47.18,244.0,1.5,151.56399000000002,12.842105263157896,2.4831578947368422,0.25,4.0
(MeCN)2..Cl anion,4.863,C4H6ClN2-,13,7,6,4,2,0,0,0,0,1,0,0,3,1,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.0,0.07692307692307693,117.556,9.042769230769231,7.818666153846154,12.974434815247076,168.667652598212,32.64,213.0,1.5,101.64266,16.384615384615383,2.5107692307692306,0.25,2.5
BrCl2 anion,4.864,BrCl2-,3,3,0,0,0,0,0,0,0,2,1,0,3,3,0.0,0.0,0.0,0.0,1.0,150.804,50.268,16.733333333333334,12.583025333333334,37.749076,9.280000000000001,558.0,0.0,50.2,186.0,3.0933333333333337,0.5,-1.5
LiI2 anion,4.88,I2Li-,3,3,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.6666666666666666,260.74894,86.91631333333333,76.6375,8.764728998666667,26.294186996,6.300000000000001,499.00000000000006,0.0,229.91250000000002,166.33333333333334,2.1,0.5,-1.0
(H2O)2..(NC)2N anion,4.88,C2H4N3O2-,11,7,4,2,3,2,0,0,0,0,0,0,5,0,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.0,102.07300000000001,9.279363636363637,6.675312727272728,13.432074036255273,147.752814398808,29.900000000000002,540.0,2.0,73.42844000000001,49.09090909090909,2.7181818181818183,0.25,3.0
HCl..Cl anion,4.896,Cl2H-,3,2,1,0,0,0,0,0,0,2,0,0,2,2,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,71.908,23.969333333333335,11.235703333333333,13.177900199900668,39.533700599702,8.52,324.0,0.0,33.70711,108.0,2.84,0.5,-1.5
(H2O)3..Br anion,4.91,BrH6O3-,10,4,6,0,0,3,0,0,0,0,1,0,4,1,0.6,0.0,0.0,0.3,0.1,133.94899999999998,13.394899999999998,6.394266,13.4258582598212,134.258582598212,26.48,373.0,0.0,63.94266,37.3,2.648,0.3333333333333333,-3.5
C60F33,4.92,C60F33,93,93,0,60,0,0,0,0,33,0,0,0,33,33,0.0,0.6451612903225806,0.0,0.0,0.3548387096774194,1347.607304346,14.490401122000002,8.61741935483871,13.446992903225807,1250.57034,284.34000000000003,3760.5,0.0,801.42,40.435483870967744,3.05741935483871,0.5,43.5
Al3O5 radical,4.92,Al3O5,8,8,0,0,0,5,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.625,0.0,160.9396152,20.1174519,24.987499999999997,10.75594775,86.047582,22.03,792.0,0.0,199.89999999999998,99.0,2.75375,0.5,0.0
(CO2)8..Br anion,4.925,C8BrO16-,25,25,0,8,0,16,0,0,0,0,1,0,17,1,0.0,0.32,0.0,0.64,0.04,431.976,17.27904,7.848,12.79139976,319.784994,78.39999999999999,2292.0,0.0,196.2,91.68,3.1359999999999997,0.3333333333333333,7.5
NiBr3 anion,4.94,Br3Ni-,4,4,0,0,0,0,0,0,0,0,3,0,4,3,0.0,0.0,0.0,0.0,0.75,298.4054,74.60135,28.0,10.770327,43.081308,10.79,643.0,0.0,112.0,160.75,2.6975,0.5,-1.5
B4(BO)3 anion,4.94,B7O3-,10,10,0,0,0,3,0,0,0,0,0,7,10,0,0.0,0.0,0.0,0.3,0.0,123.667,12.3667,15.940000000000001,9.894029800000002,98.94029800000001,24.6,412.0,0.0,159.4,41.2,2.46,0.5,0.0
PO3 anion,4.95,O3P-,4,4,0,0,0,3,1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.75,0.0,78.970761998,19.7426904995,10.225,12.83521275,51.340851,12.51,449.0,0.0,40.9,112.25,3.1275,0.5,0.0
Cu(SC(CN)=C(CN)S)2 anion,4.96,C8CuN4S4-,17,17,0,8,4,0,0,4,0,0,0,0,9,0,0.0,0.47058823529411764,0.23529411764705882,0.0,0.0,343.902,20.229529411764705,14.358823529411765,11.610896705882354,197.385244,44.78,1302.0,0.0,244.1,76.58823529411765,2.6341176470588237,0.25,12.0
CrO4 radical,4.964,CrO4,5,5,0,0,0,4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.8,0.0,115.9921,23.19842,20.84,12.247746000000001,61.238730000000004,15.42,613.0,0.0,104.2,122.6,3.084,0.5,0.0
(H2O)2..Cl anion,4.97,ClH4O2-,7,3,4,0,0,2,0,0,0,1,0,0,3,1,0.5714285714285714,0.0,0.0,0.2857142857142857,0.14285714285714285,71.48,10.211428571428572,6.175491428571428,13.513925914115429,94.597481398808,18.84,299.0,0.0,43.22844,42.714285714285715,2.6914285714285713,0.3333333333333333,-2.5
(H2O)8..N3 anion,4.98,H16N3O8-,27,11,16,0,3,8,0,0,0,0,0,0,11,0,0.5925925925925926,0.0,0.1111111111111111,0.2962962962962963,0.0,186.14100000000002,6.894111111111112,5.063472592592593,13.708214207230814,370.121783595232,71.84,910.0,0.0,136.71376,33.7037037037037,2.660740740740741,0.3333333333333333,-5.0
C60F35 anion,4.98,C60F35-,95,95,0,60,0,0,0,0,35,0,0,0,35,35,0.0,0.631578947368421,0.0,0.0,0.3684210526315789,1385.60411067,14.585306428105262,8.514736842105263,13.53069452631579,1285.41598,292.3,4017.5,0.0,808.9,42.28947368421053,3.076842105263158,0.5,42.5
C4B radical anion,4.99,C4B-,5,5,0,4,0,0,0,0,0,0,0,1,1,0,0.0,0.8,0.0,0.0,0.0,58.854,11.7708,13.14,10.667834199999998,53.33917099999999,12.239999999999998,-31.0,0.0,65.7,-6.2,2.4479999999999995,0.5,4.0
(MeOH)3..MeCO2 anion,5.0,C5H15O5-,25,10,15,5,0,5,0,0,0,0,0,0,5,0,0.6,0.2,0.0,0.2,0.0,155.17,6.206799999999999,6.024266,13.134729359821199,328.36823399553,62.95,65.0,3.0,150.60665,2.6,2.5180000000000002,0.3333333333333333,-2.5
(CF3)2C(OH)C(CF3)2O anion,5.0,C6HF12O2-,21,20,1,6,0,2,0,0,12,0,0,0,14,12,0.047619047619047616,0.2857142857142857,0.0,0.09523809523809523,0.5714285714285714,333.052837944,15.859658949714284,6.085100476190477,15.11762440950962,317.470112599702,72.14,1726.0,0.16666666666666666,127.78711000000001,82.19047619047619,3.435238095238095,0.24999999999999997,-0.5
(MeOH)3..MeCO2 anion,5.0,C5H15O5-,25,10,15,5,0,5,0,0,0,0,0,0,5,0,0.6,0.2,0.0,0.2,0.0,155.17,6.206799999999999,6.024266,13.134729359821199,328.36823399553,62.95,65.0,3.0,150.60665,2.6,2.5180000000000002,0.3333333333333333,-2.5
(CF3)2C(OH)C(CF3)2O anion,5.0,C6HF12O2-,21,20,1,6,0,2,0,0,12,0,0,0,14,12,0.047619047619047616,0.2857142857142857,0.0,0.09523809523809523,0.5714285714285714,333.052837944,15.859658949714284,6.085100476190477,15.11762440950962,317.470112599702,72.14,1726.0,0.16666666666666666,127.78711000000001,82.19047619047619,3.435238095238095,0.24999999999999997,-0.5
PhSO3 anion,5.0,C6H5O3S-,15,10,5,6,0,3,0,1,0,0,0,0,4,0,0.3333333333333333,0.4,0.0,0.2,0.0,157.163,10.477533333333334,8.375703333333334,12.451205066567333,186.76807599851,39.2,351.0,0.8333333333333334,125.63555000000001,23.4,2.6133333333333337,0.25,3.5
(CO2)9..Br anion,5.002,C9BrO18-,28,28,0,9,0,18,0,0,0,0,1,0,19,1,0.0,0.32142857142857145,0.0,0.6428571428571429,0.03571428571428571,475.985,16.999464285714286,7.789285714285714,12.795764,358.281392,87.83,2554.0,0.0,218.1,91.21428571428571,3.1367857142857143,0.3333333333333333,8.5
"N-Me-pyridinium-2,5-diCO2 anion",5.02,C8H6NO4-,19,13,6,8,1,4,0,0,0,0,0,0,5,0,0.3157894736842105,0.42105263157894735,0.05263157894736842,0.21052631578947367,0.0,180.139,9.481,7.686455789473685,12.667329557800631,240.67926159821198,50.4,394.0,0.75,146.04266,20.736842105263158,2.6526315789473682,0.25,6.0
MnBr3 anion,5.03,Br3Mn-,4,4,0,0,0,0,0,0,0,0,3,0,4,3,0.0,0.0,0.0,0.0,0.75,294.650043,73.66251075,32.75,10.718867,42.875468,10.43,654.0,0.0,131.0,163.5,2.6075,0.5,-1.5
Uranium hexafluoride,5.056,F6U,7,7,0,0,0,0,0,0,6,0,0,0,7,6,0.0,0.0,0.0,0.0,0.8571428571428571,352.019328972,50.28847556742857,21.634285714285713,15.818710000000001,110.73097000000001,25.58,873.5,0.0,151.44,124.78571428571429,3.654285714285714,0.5,-3.0
MnCl3 anion,5.07,Cl3Mn-,4,4,0,0,0,0,0,0,0,3,0,0,4,3,0.0,0.0,0.0,0.0,0.75,161.28804300000002,40.322010750000004,27.95,11.58423425,46.336937,11.030000000000001,609.0,0.0,111.8,152.25,2.7575000000000003,0.5,-1.5
Cu(BO2)2 anion,5.07,B2CuO4-,7,7,0,0,0,4,0,0,0,0,0,2,7,0,0.0,0.0,0.0,0.5714285714285714,0.0,149.162,21.308857142857143,15.528571428571428,11.256376857142858,78.794638,19.74,588.0,0.0,108.7,84.0,2.82,0.3333333333333333,0.0
"N-Me-pyridinium-2,6-diCO2 anion",5.08,C8H6NO4-,19,13,6,8,1,4,0,0,0,0,0,0,5,0,0.3157894736842105,0.42105263157894735,0.05263157894736842,0.21052631578947367,0.0,180.139,9.481,7.686455789473685,12.667329557800631,240.67926159821198,50.4,394.0,0.75,146.04266,20.736842105263158,2.6526315789473682,0.25,6.0
(CO2)10..Br anion,5.081,C10BrO20-,31,31,0,10,0,20,0,0,0,0,1,0,21,1,0.0,0.3225806451612903,0.0,0.6451612903225806,0.03225806451612903,519.994,16.774,7.741935483870968,12.799283548387098,396.77779000000004,97.25999999999999,2816.0,0.0,240.0,90.83870967741936,3.1374193548387095,0.3333333333333333,9.5
SeF5,5.1,F5Se,6,6,0,0,0,0,0,0,5,0,0,0,6,5,0.0,0.0,0.0,0.0,0.8333333333333334,173.96301581,28.993835968333332,7.933333333333334,16.144411333333334,96.86646800000001,22.45,840.5,0.0,47.6,140.08333333333334,3.7416666666666667,0.5,-2.5
SO4 radical,5.1,O4S,5,5,0,0,0,4,0,1,0,0,0,0,5,0,0.0,0.0,0.0,0.8,0.0,96.05600000000001,19.2112,8.12,12.966446,64.83223,16.34,724.0,0.0,40.599999999999994,144.8,3.268,0.5,0.0
(CO2)11..Br anion,5.102,C11BrO22-,34,34,0,11,0,22,0,0,0,0,1,0,23,1,0.0,0.3235294117647059,0.0,0.6470588235294118,0.029411764705882353,564.0029999999999,16.588323529411763,7.7029411764705875,12.802182,435.274188,106.68999999999998,3078.0,0.0,261.9,90.52941176470588,3.1379411764705876,0.3333333333333333,10.5
(MeCN)6..I anion,5.109,C12H18IN6-,37,19,18,12,6,0,0,0,0,0,0,0,7,1,0.4864864864864865,0.32432432432432434,0.16216216216216217,0.0,0.02702702702702703,373.22247,10.087093783783784,7.946702162162163,12.906791751206377,477.55129479463596,91.1,316.0,1.5,294.02798,8.54054054054054,2.462162162162162,0.25,8.5
(H2O)6..I anion,5.11,H12IO6-,19,7,12,0,0,6,0,0,0,0,0,0,7,1,0.631578947368421,0.0,0.0,0.3157894736842105,0.05263157894736842,234.99447,12.36813,6.2518589473684205,13.438988484022316,255.340781196424,49.7,574.0,0.0,118.78531999999998,30.210526315789473,2.615789473684211,0.3333333333333333,-6.5
(H2O)9..N3 anion,5.12,H18N3O9-,30,12,18,0,3,9,0,0,0,0,0,0,12,0,0.6,0.0,0.1,0.3,0.0,204.156,6.8052,5.034266,13.6978902598212,410.936707794636,79.68,969.0,0.0,151.02797999999999,32.3,2.656,0.3333333333333333,-6.0
(H2O)3..(NC)2N anion,5.12,C2H6N3O3-,14,8,6,2,3,3,0,0,0,0,0,0,6,0,0.42857142857142855,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.0,120.088,8.577714285714285,6.267332857142857,13.469124185586569,188.56773859821197,37.74,599.0,3.0,87.74266,42.785714285714285,2.6957142857142857,0.25,2.0
N-CH2CO2-pyridinium-4-CO2 anion,5.12,C8H6NO4-,19,13,6,8,1,4,0,0,0,0,0,0,5,0,0.3157894736842105,0.42105263157894735,0.05263157894736842,0.21052631578947367,0.0,180.139,9.481,7.686455789473685,12.667329557800631,240.67926159821198,50.4,394.0,0.75,146.04266,20.736842105263158,2.6526315789473682,0.25,6.0
N-CH2CO2-pyridinium-3-CO2 anion,5.14,C8H6NO4-,19,13,6,8,1,4,0,0,0,0,0,0,5,0,0.3157894736842105,0.42105263157894735,0.05263157894736842,0.21052631578947367,0.0,180.139,9.481,7.686455789473685,12.667329557800631,240.67926159821198,50.4,394.0,0.75,146.04266,20.736842105263158,2.6526315789473682,0.25,6.0
rhenium hexafluoride,5.14,F6Re,7,7,0,0,0,0,0,0,6,0,0,0,7,6,0.0,0.0,0.0,0.0,0.8571428571428571,300.197418972,42.885345567428566,12.062857142857142,16.05292,112.37044,25.779999999999998,834.0,0.0,84.44,119.14285714285714,3.6828571428571424,0.5,-3.0
Ta2O7 anion,5.15,O7Ta2-,9,9,0,0,0,7,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.7777777777777778,0.0,473.88876,52.65430666666666,20.566666666666666,12.269503,110.425527,27.08,1089.0,0.0,185.1,121.0,3.0088888888888885,0.5,0.0
RuF4..F anion,5.19,F5Ru-,6,6,0,0,0,0,0,0,5,0,0,0,6,5,0.0,0.0,0.0,0.0,0.8333333333333334,196.06201581,32.677002635,15.116666666666667,15.745766666666668,94.47460000000001,22.099999999999998,710.5,0.0,90.7,118.41666666666667,3.683333333333333,0.5,-2.5
Platinum tetrafluoride,5.199,F4Pt,5,5,0,0,0,0,0,0,4,0,0,0,5,4,0.0,0.0,0.0,0.0,0.8,271.077612648,54.2155225296,12.592,15.730022000000002,78.65011000000001,18.12,574.0,0.0,62.96,114.8,3.624,0.5,-2.0
NiCl3 anion,5.2,Cl3Ni-,4,4,0,0,0,0,0,0,0,3,0,0,4,3,0.0,0.0,0.0,0.0,0.75,165.04340000000002,41.260850000000005,23.2,11.63569425,46.542777,11.39,598.0,0.0,92.8,149.5,2.8475,0.5,-1.5
NiCl3 anion,5.2,Cl3Ni-,4,4,0,0,0,0,0,0,0,3,0,0,4,3,0.0,0.0,0.0,0.0,0.75,165.04340000000002,41.260850000000005,23.2,11.63569425,46.542777,11.39,598.0,0.0,92.8,149.5,2.8475,0.5,-1.5
(H2O)2..CN anion,5.2,CH4NO2-,8,4,4,1,1,2,0,0,0,0,0,0,3,0,0.5,0.125,0.125,0.25,0.0,62.048,7.756,5.916055,13.428033299851,107.424266398808,21.27,256.0,4.0,47.32844,32.0,2.65875,0.25,0.0
(H2O)7..I anion,5.2,H14IO7-,22,8,14,0,0,7,0,0,0,0,0,0,8,1,0.6363636363636364,0.0,0.0,0.3181818181818182,0.045454545454545456,253.00947000000002,11.500430454545455,6.0499790909090905,13.461622972537635,296.15570539582797,57.540000000000006,633.0,0.0,133.09954,28.772727272727273,2.6154545454545457,0.3333333333333333,-7.5
(H2O)4..Br anion,5.21,BrH8O4-,13,5,8,0,0,4,0,0,0,0,1,0,5,1,0.6153846153846154,0.0,0.0,0.3076923076923077,0.07692307692307693,151.964,11.689538461538461,6.01976,13.467192830585846,175.073506797616,34.32,432.0,0.0,78.25688,33.23076923076923,2.64,0.3333333333333333,-4.5
(MeCN)5..I anion,5.219,C10H15IN5-,31,16,15,10,5,0,0,0,0,0,0,0,6,1,0.4838709677419355,0.3225806451612903,0.16129032258064516,0.0,0.03225806451612903,332.16947,10.715144193548387,8.080859677419355,12.893589838565484,399.70128499553,76.36,300.0,1.5,250.50665,9.67741935483871,2.463225806451613,0.24999999999999997,7.0
(H2O)4..(NC)2N anion,5.22,C2H8N3O4-,17,9,8,2,3,4,0,0,0,0,0,0,7,0,0.47058823529411764,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.0,138.103,8.123705882352942,6.003345882352941,13.49309781162447,229.38266279761598,45.58,658.0,4.0,102.05688,38.705882352941174,2.6811764705882353,0.25,1.0
(MeCN)4..Br anion,5.224,C8H12BrN4-,25,13,12,8,4,0,0,0,0,0,1,0,5,1,0.48,0.32,0.16,0.0,0.04,244.11599999999999,9.76464,7.8034128,12.928553967856958,323.21384919642395,61.92,260.0,1.5,195.08532,10.4,2.4768,0.25,5.5
(H2O)8..I anion,5.23,H16IO8-,25,9,16,0,0,8,0,0,0,0,0,0,9,1,0.64,0.0,0.0,0.32,0.04,271.02447,10.8409788,5.8965504,13.47882518380928,336.97062959523197,65.38,692.0,0.0,147.41376,27.68,2.6151999999999997,0.3333333333333333,-8.5
Nb2O7 anion,5.25,Nb2O7-,9,9,0,0,0,7,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.7777777777777778,0.0,297.80574,33.08952666666667,25.9,12.093787222222224,108.844085,27.279999999999998,1089.0,0.0,233.1,121.0,3.0311111111111106,0.5,0.0
ClO4 anion,5.25,ClO4-,5,5,0,0,0,4,0,0,0,1,0,0,5,1,0.0,0.0,0.0,0.8,0.2,99.446,19.8892,7.159999999999999,13.4879706,67.439853,16.92,721.0,0.0,35.8,144.2,3.3840000000000003,0.5,-0.5
(H2O)10..N3 anion,5.25,H20N3O10-,33,13,20,0,3,10,0,0,0,0,0,0,13,0,0.6060606060606061,0.0,0.09090909090909091,0.30303030303030304,0.0,222.17100000000002,6.732454545454546,5.010369696969697,13.689443393758788,451.75163199404,87.52,1028.0,0.0,165.3422,31.151515151515152,2.652121212121212,0.3333333333333333,-7.0
CuF2..F anion,5.26,CuF3-,4,4,0,0,0,0,0,0,3,0,0,0,4,3,0.0,0.0,0.0,0.0,0.75,120.54120948599999,30.135302371499996,14.43,14.99871,59.99484,13.84,431.5,0.0,57.72,107.875,3.46,0.5,-1.5
(MeCN)7..I anion,5.269,C14H21IN7-,43,22,21,14,7,0,0,0,0,0,0,0,8,1,0.4883720930232558,0.32558139534883723,0.16279069767441862,0.0,0.023255813953488372,414.27547,9.634313255813954,7.849983953488372,12.91630940915679,555.401304593742,105.84,332.0,1.5,337.54931,7.72093023255814,2.4613953488372093,0.25,10.0
Ta2O6 anion,5.28,O6Ta2-,8,8,0,0,0,6,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.75,0.0,457.88976,57.23622,22.475,12.100934,96.807472,23.64,954.0,0.0,179.8,119.25,2.955,0.5,0.0
CF3SO3 anion,5.3,CF3O3S-,8,8,0,1,0,3,0,1,3,0,0,0,7,3,0.0,0.125,0.0,0.375,0.375,149.063209486,18.63290118575,7.2275,14.342865375,114.742923,27.39,966.5,0.0,57.82,120.8125,3.42375,0.25,-0.5
(H2O)11..N3 anion,5.34,H22N3O11-,36,14,22,0,3,11,0,0,0,0,0,0,14,0,0.6111111111111112,0.0,0.08333333333333333,0.3055555555555556,0.0,240.186,6.671833333333334,4.990456111111111,13.682404338706778,492.566556193444,95.36,1087.0,0.0,179.65642,30.194444444444443,2.648888888888889,0.3333333333333333,-8.0
Nb2O6 anion,5.35,Nb2O6-,8,8,0,0,0,6,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.75,0.0,281.80674,35.2258425,28.475,11.903253750000001,95.22603000000001,23.84,954.0,0.0,227.8,119.25,2.98,0.5,0.0
